FigFam	description	X188.non.day.1	X190.non.day.1	X191.non.day.1	X196.non.day.1	X197.non.day.1	X200.non.day.1	X187.carb.day.1	X189.carb.day.1	X192.carb.day.1	X194.carb.day.1	X195.carb.day.1	Pvalues	Qvalues	fold_change
"FIG00168623_Xylan_oligosaccharide_ABC_transporter,_permease_component_2_"	FIG00168623	"Xylan_oligosaccharide_ABC_transporter,_permease_component_2_"	1.7	4.2	0.8	0	1.5	0	4.5	0	0	0	3.1	0.952346005	0.943191827	1.112195122
FIG00005283_Putative_DNA-binding_protein_in_cluster_with_Type_I_restriction-modification_system_	FIG00005283	Putative_DNA-binding_protein_in_cluster_with_Type_I_restriction-modification_system_	313.4	140.5	413.4	490.6	513.7	4590.4	1145	455.7	684.3	656.2	2247.2	0.951513032	0.943191827	-1.037892221
FIG01020136_FIG01020137:_hypothetical_protein_	FIG01020136	FIG01020137:_hypothetical_protein_	11.7	0	5.5	43.8	0	65	13.5	67.2	2	1.4	27.9	0.952549059	0.943191827	1.066666667
FIG00000828_Ribonuclease_Z_(EC_3.1.26.11)_	FIG00000828	Ribonuclease_Z_(EC_3.1.26.11)_	147.2	192.4	431.5	308.2	383.4	2769.3	655.7	266.7	870.4	609.6	1255.2	0.951866641	0.943191827	1.037126654
FIG00898399_FIG00898400:_hypothetical_protein_	FIG00898399	FIG00898400:_hypothetical_protein_	0	10.5	3.1	5.5	9.7	60.4	22.4	2.6	2	27.4	15.5	0.952104303	0.943191827	-1.063423939
"FIG00028132_Type_I_secretion_outer_membrane_protein,_TolC_precursor_"	FIG00028132	"Type_I_secretion_outer_membrane_protein,_TolC_precursor_"	5.1	7.5	16.4	6.6	3	4.6	4.5	0	17.9	8.3	9.3	0.951680414	0.943191827	1.111111111
FIG00469723_FIG00469724:_hypothetical_protein_	FIG00469723	FIG00469724:_hypothetical_protein_	3.3	0	11	1.1	2.9	9.2	0	0	13.9	1.4	6.2	0.951712683	0.943191827	-1.065891473
FIG01314052_FIG00468458:_hypothetical_protein_	FIG01314052	FIG00468458:_hypothetical_protein_	0	2.1	18.8	0	1.5	4.6	18	0	4	0	3.1	0.952085104	0.943191827	1.115555556
FIG00008311_Inositol_transport_system_sugar-binding_protein_	FIG00008311	Inositol_transport_system_sugar-binding_protein_	60	7.4	7.8	109.5	2.2	51	40.4	18.2	47.7	61.8	40.3	0.952401144	0.943191827	1.051197982
FIG00795674_Hydrogenase_expression/formation_protein_related_	FIG00795674	Hydrogenase_expression/formation_protein_related_	5.1	4.3	0	7.7	14.8	13.9	0	5.2	15.8	5.5	9.3	0.952219327	0.943191827	-1.066108007
"FIG00109897_TRAP-type_transport_system,_periplasmic_component,_predicted_N-acetylneuraminate-binding_protein_"	FIG00109897	"TRAP-type_transport_system,_periplasmic_component,_predicted_N-acetylneuraminate-binding_protein_"	103.3	5.4	14.1	15.4	5.2	385.8	53.9	25.8	162.9	142.8	34.1	0.95278302	0.943342724	-1.05125149
FIG01187763_FIG01187767:_hypothetical_protein_	FIG01187763	FIG01187767:_hypothetical_protein_	0	5.3	4.7	13.1	45.5	41.8	0	0	73.5	12.3	12.4	0.952989573	0.943385706	1.067391304
FIG00001463_FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FkpA_precursor_(EC_5.2.1.8)_	FIG00001463	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FkpA_precursor_(EC_5.2.1.8)_	279.8	252.8	292	293.7	583	1649.9	861.9	129.3	657.7	343	703.5	0.952917018	0.943385706	-1.036086172
FIG00075702_Glycerol_kinase_(EC_2.7.1.30)_	FIG00075702	Glycerol_kinase_(EC_2.7.1.30)_	2567.5	1073.7	1823.3	3204.6	2571.4	16706.5	9326.7	2612.8	3476.6	2143.5	5005.5	0.953197372	0.943510651	-1.0320879
FIG01032334_Archaeal/vacuolar-type_H+-ATPase_subunit_H_	FIG01032334	Archaeal/vacuolar-type_H+-ATPase_subunit_H_	366.5	151	165.3	400	465.3	1621	1019.3	483.8	332.2	521.4	378.2	0.953337685	0.943568781	1.035587391
FIG01654611_Putative_regulator_of_cell_autolysis_	FIG01654611	Putative_regulator_of_cell_autolysis_	8.4	17.9	61.8	22	21.6	255.5	116.7	7.8	101.4	41.2	71.3	0.954038375	0.943699236	1.048760331
FIG00145487_Phosphoribosylaminoimidazolecarboxamide_formyltransferase_(EC_2.1.2.3)_	FIG00145487	Phosphoribosylaminoimidazolecarboxamide_formyltransferase_(EC_2.1.2.3)_	5	8.5	4.7	2.2	24.6	69.7	4.5	56.9	35.8	1.4	3.1	0.954694412	0.943699236	1.063993025
"FIG01195530_protein_kinase,_putative_"	FIG01195530	"protein_kinase,_putative_"	0	0	1.6	1.1	33.6	23.1	0	5.2	2	2.7	37.2	0.954702328	0.943699236	-1.050955414
FIG00035226_Substrate-specific_component_NiaX_of_predicted_niacin_ECF_transporter_	FIG00035226	Substrate-specific_component_NiaX_of_predicted_niacin_ECF_transporter_	8.3	0	0	2.2	8.1	41.8	0	5.2	4	1.4	37.2	0.954457238	0.943699236	-1.052998605
FIG01032528_FIG00263398:_hypothetical_protein_	FIG01032528	FIG00263398:_hypothetical_protein_	23.4	22.3	11.7	32.9	40.9	134.6	107.7	28.6	14	30.2	31	0.954221883	0.943699236	-1.047281324
FIG00012845_YbbL_ABC_transporter_ATP-binding_protein_	FIG00012845	YbbL_ABC_transporter_ATP-binding_protein_	84.9	14.8	49.4	201.6	88.7	990	318.6	217.2	216.7	74	412.2	0.954550465	0.943699236	1.039904855
FIG00007507_Potassium-transporting_ATPase_C_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)_	FIG00007507	Potassium-transporting_ATPase_C_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)_	6.7	1.1	5.6	23	9.7	130.1	49.4	25.9	11.9	0	52.7	0.953633901	0.943699236	-1.049559209
FIG00003394_5'-nucleotidase_(EC_3.1.3.5)_	FIG00003394	5'-nucleotidase_(EC_3.1.3.5)_	7070.4	3156.6	4617.4	8549.7	7229.2	31496.4	10525.4	5760.6	13142.3	9289	11606.7	0.953908967	0.943699236	-1.0286626
FIG00715515_FIG00715517:_hypothetical_protein_	FIG00715515	FIG00715517:_hypothetical_protein_	41.6	17.1	59.7	93.2	52.1	790	62.9	349	87.3	130.5	213.9	0.954024272	0.943699236	-1.040876403
"FIG00000127_SSU_ribosomal_protein_S18p_@_SSU_ribosomal_protein_S18p,_zinc-independent_"	FIG00000127	"SSU_ribosomal_protein_S18p_@_SSU_ribosomal_protein_S18p,_zinc-independent_"	402.9	438.4	543.4	476.6	587.6	2272.1	1337.7	232.7	1276.2	650.5	570.4	0.954222167	0.943699236	1.033891125
"FIG01355208_Prophage_LambdaBa02,_site-specific_recombinase,_phage_integrase_family_"	FIG01355208	"Prophage_LambdaBa02,_site-specific_recombinase,_phage_integrase_family_"	8.3	1.1	0	0	0	0	0	0	0	4.1	3.1	0.954120858	0.943699236	-1.087962963
FIG01114446_FIG01114447:_hypothetical_protein_	FIG01114446	FIG01114447:_hypothetical_protein_	0	0	0	0	0	9.3	4.5	0	0	0	3.1	0.954823084	0.943699236	-1.019736842
FIG00669409_FIG00669410:_hypothetical_protein_	FIG00669409	FIG00669410:_hypothetical_protein_	60	11.7	15.7	88.7	44.7	116.1	67.4	28.5	35.8	89.2	49.6	0.954723369	0.943699236	-1.037892791
FIG01229177_sensory_box/GGDEF_family_protein_	FIG01229177	sensory_box/GGDEF_family_protein_	0	25.3	78.3	2.2	186.6	65.1	13.5	0	240.5	2.7	55.8	0.954302599	0.943699236	1.048951049
FIG01768587_FIG00418058:_hypothetical_protein_	FIG01768587	FIG00418058:_hypothetical_protein_	1.7	2.1	11.7	1.1	29.1	204.5	13.5	5.2	19.9	6.9	151.8	0.954856653	0.943699236	-1.056766346
"FIG01860199_resolvase,_N_terminal_domain_family_"	FIG01860199	"resolvase,_N_terminal_domain_family_"	0	0	0	18.6	0	9.3	22.4	2.6	0	0	0	0.954409769	0.943699236	1.075268817
FIG00129722_dTDP-rhamnosyl_transferase_RfbF_(EC_2.-.-.-)_	FIG00129722	dTDP-rhamnosyl_transferase_RfbF_(EC_2.-.-.-)_	8.3	1.1	2.3	3.3	11.2	106.9	18	7.8	0	0	77.5	0.954760188	0.943699236	-1.073733462
"FIG01361232_helicase,_Snf2_family_"	FIG01361232	"helicase,_Snf2_family_"	1.7	2.1	0.8	0	4.5	9.3	9	0	6	1.4	0	0.955073624	0.943833017	1.069565217
"FIG00791769_carbohydrate_ABC_transporter-2_(CUT2)_family,_permease_protein_"	FIG00791769	"carbohydrate_ABC_transporter-2_(CUT2)_family,_permease_protein_"	5	4.2	17.2	3.3	8.2	37.1	13.5	7.8	6	5.5	31	0.955294026	0.943889517	1.0208
FIG00002746_Chromosome_(plasmid)_partitioning_protein_ParB_	FIG00002746	Chromosome_(plasmid)_partitioning_protein_ParB_	1.7	10.5	54	34	22.4	701.9	22.4	5.2	602.2	1.4	89.9	0.955286711	0.943889517	1.049508793
"FIG01030833_dTDP-Rha:A-D-GlcNAc-diphosphoryl_polyprenol,_A-3-L-rhamnosyl_transferase_WbbL_"	FIG01030833	"dTDP-Rha:A-D-GlcNAc-diphosphoryl_polyprenol,_A-3-L-rhamnosyl_transferase_WbbL_"	1.7	0	0	0	2.2	4.6	4.5	2.6	0	1.4	0	0.955495122	0.943926927	1.2
FIG01339421_small_multidrug_export_protein_(qacE)_homolog_	FIG01339421	small_multidrug_export_protein_(qacE)_homolog_	10.2	8.6	41.5	18.7	63.3	353	157.3	31.1	21.9	46.5	139.5	0.95546979	0.943926927	-1.041508958
FIG01330219_Patatin_	FIG01330219	Patatin_	6.7	0	0	1.1	0.7	0	0	2.6	4	1.4	0	0.955779749	0.943966209	1.129411765
FIG00127025_Substrate-specific_component_QueT_(COG4708)_of_predicted_queuosine-regulated_ECF_transporter_	FIG00127025	Substrate-specific_component_QueT_(COG4708)_of_predicted_queuosine-regulated_ECF_transporter_	110.1	92.1	137.1	191	128.5	1202.7	529.8	176.1	268.7	84.2	437	0.955760728	0.943966209	-1.037070464
FIG00519754_Ferritin_and_Dps_	FIG00519754	Ferritin_and_Dps_	249.7	231.5	119.1	318.8	299.2	418.2	278.2	382.8	226.5	260.8	263.4	0.955631281	0.943966209	1.035160403
FIG00033473_Methyltransferase_(EC_2.1.1.-)_	FIG00033473	Methyltransferase_(EC_2.1.1.-)_	159.9	52.8	178.6	388.9	269.3	3383.9	983.1	437.1	417.4	291.1	1438	0.955909835	0.944014072	-1.035831441
FIG00003953_Methylmalonyl-CoA_epimerase_(EC_5.1.99.1)_	FIG00003953	Methylmalonyl-CoA_epimerase_(EC_5.1.99.1)_	211.5	265.3	206.8	221.3	350.6	1306	570.2	113.8	636.1	338.9	548.6	0.955992507	0.944015106	1.03420652
FIG00784516_Membrane-fusion_protein_	FIG00784516	Membrane-fusion_protein_	8.3	3.2	0.8	11	0	46.5	0	0	23.8	0	37.2	0.95611898	0.944059388	1.048710602
"FIG00001400_Copper_metallochaperone,_bacterial_analog_of_Cox17_protein_"	FIG00001400	"Copper_metallochaperone,_bacterial_analog_of_Cox17_protein_"	0	1.1	8.6	3.3	0.7	23.2	0	7.8	13.9	6.9	0	0.95623966	0.944097944	-1.075174825
FIG01419928_FIG00404178:_hypothetical_protein_	FIG01419928	FIG00404178:_hypothetical_protein_	8.4	1.1	0.8	17.5	7.5	153.4	31.4	31	19.9	0	68.2	0.957342258	0.944329529	-1.044850498
FIG00946155_putative_helicase_	FIG00946155	putative_helicase_	478.1	125.7	394	431.8	572.6	4550.3	1503.4	594.9	634.1	852.4	2057.9	0.956799181	0.944329529	1.033382678
FIG00744651_FIG00744653:_hypothetical_protein_	FIG00744651	FIG00744653:_hypothetical_protein_	13.3	2.1	0	0	3	0	0	2.6	0	1.4	12.4	0.956752202	0.944329529	1.069565217
FIG00006169_YoeB_toxin_protein_	FIG00006169	YoeB_toxin_protein_	13.4	5.3	14.8	9.9	38.8	83.5	0	18.2	103.4	15.1	9.3	0.957337077	0.944329529	1.057332529
FIG01294236_Energy_conserving_hydrogenase_Eha_associated_protein_(protein_S);_Formylmethanofuran--tetrahydromethanopterin_N-formyltransferase_(EC_2.3.1.101)_	FIG01294236	Energy_conserving_hydrogenase_Eha_associated_protein_(protein_S);_Formylmethanofuran--tetrahydromethanopterin_N-formyltransferase_(EC_2.3.1.101)_	35	13.8	0.8	3.3	17.9	32.5	44.9	7.8	17.9	9.6	9.3	0.957535703	0.944329529	1.039690223
FIG00897993_FIG00897994:_hypothetical_protein_	FIG00897993	FIG00897994:_hypothetical_protein_	0	0	0	0	3.7	4.6	4.5	0	0	4.1	0	0.956871765	0.944329529	1.243373494
FIG01300482_proteasome_regulatory_subunit_Rpn5_	FIG01300482	proteasome_regulatory_subunit_Rpn5_	1.7	0	0	0	0	51.1	31.4	0	15.9	0	0	0.957503864	0.944329529	1.075
"FIG00000306_Putative_iron-sulfur_cluster_assembly_scaffold_protein_for_SUF_system,_SufE2_"	FIG00000306	"Putative_iron-sulfur_cluster_assembly_scaffold_protein_for_SUF_system,_SufE2_"	43.4	6.4	43.1	87.7	27.4	125.4	116.9	41.4	47.8	26.1	55.8	0.957100801	0.944329529	1.036592681
FIG00026918_Chromosome_partition_protein_smc_	FIG00026918	Chromosome_partition_protein_smc_	771.8	798.1	655.1	904.3	1005.7	5937.8	1733.4	716.8	2087.2	1125.3	2991	0.956902661	0.944329529	1.030938766
FIG01520424_P-hydroxybenzaldehyde_dehydrogenase_	FIG01520424	P-hydroxybenzaldehyde_dehydrogenase_	6.7	4.2	0.8	9.9	5.2	23.2	4.5	0	17.9	2.7	18.6	0.957473771	0.944329529	1.0488
FIG00795429_Biotin_synthase-related_protein_in_some_methanogens_	FIG00795429	Biotin_synthase-related_protein_in_some_methanogens_	10	1.1	0.8	2.2	9.6	23.2	0	2.6	19.9	11	3.1	0.956783235	0.944329529	-1.067850638
FIG01405397_Zinc_protease-like_protein_	FIG01405397	Zinc_protease-like_protein_	1.7	0	11.7	4.4	0.7	9.3	4.5	0	8	6.8	3.1	0.957528635	0.944329529	-1.03422619
"FIG00000477_Type_I_restriction-modification_system,_DNA-methyltransferase_subunit_M_(EC_2.1.1.72)_"	FIG00000477	"Type_I_restriction-modification_system,_DNA-methyltransferase_subunit_M_(EC_2.1.1.72)_"	1844.4	519.7	1892.5	3390.3	1517.8	9197.9	3784.3	3021.6	2909	1271.5	4760.7	0.95739184	0.944329529	1.029076492
FIG00974423_LysR-family_transcriptional_regulator_	FIG00974423	LysR-family_transcriptional_regulator_	5	1.1	3.1	13.2	27.6	32.5	4.5	5.2	13.9	8.3	34.1	0.957874153	0.944341203	-1.041666667
FIG01032492_SAM-dependent_methyltransferase_(EC_2.1.-.-)_	FIG01032492	SAM-dependent_methyltransferase_(EC_2.1.-.-)_	5	3.2	9.4	8.8	22.3	74.2	18	25.9	27.9	2.8	21.7	0.957706243	0.944341203	-1.063516788
"FIG00512921_regulatory_protein,_MarR_"	FIG00512921	"regulatory_protein,_MarR_"	40	21.1	46.1	65.7	80.6	297.3	166	23.2	143.2	35.5	74.4	0.957871321	0.944341203	-1.037757178
FIG01020122_uncharacterized_protein_	FIG01020122	uncharacterized_protein_	21.7	0	1.6	164.3	0	144.1	103.2	82.8	2	2.7	99.2	0.957845626	0.944341203	1.048779017
FIG01526351_Uncharacterized_protein_MJ0408_	FIG01526351	Uncharacterized_protein_MJ0408_	5.1	3.2	0.8	15.4	3.7	4.6	9	0	4	4.1	9.3	0.957967591	0.94435282	-1.035353535
FIG00006706_Protein_of_unknown_function_identified_by_role_in_sporulation_(SpoVG)_	FIG00006706	Protein_of_unknown_function_identified_by_role_in_sporulation_(SpoVG)_	498.5	515.7	1049.4	907.9	847.1	3847.2	1975.2	540.9	1908.3	796.1	1075.6	0.979545183	0.94453666	-1.014622809
FIG01304793_Cell_division_protein_FtsJ_/_Ribosomal_RNA_large_subunit_methyltransferase_J_(EC_2.1.1.-)_	FIG01304793	Cell_division_protein_FtsJ_/_Ribosomal_RNA_large_subunit_methyltransferase_J_(EC_2.1.1.-)_	53.3	33.8	90	5.5	153.6	232.4	130.3	2.6	91.4	224.9	40.3	0.967071413	0.94453666	1.033063665
FIG00496660_Glycosyl_transferase_	FIG00496660	Glycosyl_transferase_	3.4	7.4	1.6	4.4	13.4	46.5	9	0	11.9	20.6	18.6	0.980142004	0.94453666	-1.063505269
FIG01376039_FIG00899379:_hypothetical_protein_	FIG01376039	FIG00899379:_hypothetical_protein_	39.9	4.3	55.6	48.2	32.8	334.6	166	28.4	184.9	6.8	27.9	0.960602288	0.94453666	-1.037439614
FIG00000433_Acetolactate_synthase_small_subunit_(EC_2.2.1.6)_	FIG00000433	Acetolactate_synthase_small_subunit_(EC_2.2.1.6)_	473.8	394.4	1162.2	927.1	1404.5	5780.3	2756.4	867	1771	1156.8	1686.4	0.963774966	0.94453666	-1.026016882
FIG01020046_FIG01020048:_hypothetical_protein_	FIG01020046	FIG01020048:_hypothetical_protein_	65	20.1	50.8	55.9	111.3	1227	305.2	382.7	147	282.7	182.9	0.976664897	0.94453666	1.019933338
FIG01296222_Eukaryotic_translation_initiation_factor_4A_	FIG01296222	Eukaryotic_translation_initiation_factor_4A_	3.3	3.2	1.6	0	0	23.2	4.5	0	19.9	1.4	0	0.977413055	0.94453666	-1.010981912
FIG01304636_NADH-dependent_butanol_dehydrogenase_A_(EC_1.1.1.-)_	FIG01304636	NADH-dependent_butanol_dehydrogenase_A_(EC_1.1.1.-)_	136.8	114.5	219.4	386.8	287.4	2420.8	713.6	290.1	552.6	347.2	973.1	0.95888298	0.94453666	-1.032961366
FIG00710266_Permease_YjgP/YjgQ_	FIG00710266	Permease_YjgP/YjgQ_	0	0	1.6	1.1	3.7	27.8	9	0	6	2.7	12.4	0.979913604	0.94453666	1.056140351
"FIG01488077_Isomalto-dextranase_precursor_(EC_3.2.1.94)_(Glucan_1,6-alpha-isomaltosidase)_(Exo-isomaltohydrolase)_"	FIG01488077	"Isomalto-dextranase_precursor_(EC_3.2.1.94)_(Glucan_1,6-alpha-isomaltosidase)_(Exo-isomaltohydrolase)_"	153.2	41.1	81.4	73.5	65.5	641.4	71.8	10.4	83.6	38.4	654	0.97232971	0.94453666	-1.025499107
"FIG01958865_TldE_protein,_part_of_TldE/TldD_proteolytic_complex_"	FIG01958865	"TldE_protein,_part_of_TldE/TldD_proteolytic_complex_"	58.3	40.2	57.9	61.5	74.6	497	81	43.9	387.8	32.7	124	0.980306588	0.94453666	1.017454085
FIG00519696_FIG00519698:_hypothetical_protein_	FIG00519696	FIG00519698:_hypothetical_protein_	46.7	24.2	7.1	15.3	53	46.4	4.5	36.2	59.7	33	31	0.975617226	0.94453666	1.023767514
"FIG00003678_Mannitol_operon_activator,_BglG_family_"	FIG00003678	"Mannitol_operon_activator,_BglG_family_"	13.3	0	6.3	3.3	31.3	97.6	26.9	85.3	2	0	9.3	0.980793611	0.94453666	-1.024291498
FIG01326920_FIG00410951:_hypothetical_protein_	FIG01326920	FIG00410951:_hypothetical_protein_	20	69.5	16.4	16.4	103	93	22.4	2.6	111.3	19.2	102.3	0.968901565	0.94453666	-1.028898371
FIG00747828_secreted_protein-like_	FIG00747828	secreted_protein-like_	0	2.1	0	0	0	4.6	0	0	0	0	6.2	0.981282046	0.94453666	1.110447761
FIG00089374_Predicted_RNA_methylase_COG2263_	FIG00089374	Predicted_RNA_methylase_COG2263_	5	2.2	1.6	2.2	0	13.9	4.5	0	0	0	15.5	0.972001807	0.94453666	-1.0375
FIG01306536_Phage_portal_vertex_of_the_head_	FIG01306536	Phage_portal_vertex_of_the_head_	0	1.1	4.7	12	8.2	18.5	13.5	5.2	4	0	12.4	0.964963485	0.94453666	-1.056505223
FIG01449832_protein_of_unknown_function_UPF0261_	FIG01449832	protein_of_unknown_function_UPF0261_	1.7	2.1	3.1	0	0	0	0	0	0	0	6.2	0.980939012	0.94453666	1.07826087
FIG01514542_FIG00528406:_hypothetical_protein_	FIG01514542	FIG00528406:_hypothetical_protein_	66.7	1.1	14.1	204.8	59	404.4	148.2	232.8	14	16.4	238.6	0.958902487	0.94453666	1.039861352
FIG00512736_FIG00512737:_hypothetical_protein_	FIG00512736	FIG00512737:_hypothetical_protein_	6.7	0	0	0	0.7	0	0	2.6	4	0	0	0.967333184	0.94453666	1.07027027
"FIG01315414_DNA_repair_and_recombination_protein,_putative_helicase_"	FIG01315414	"DNA_repair_and_recombination_protein,_putative_helicase_"	166.5	40.1	149.7	75.7	194.6	1222.3	561.1	103.5	202.7	205.8	437	0.976279221	0.94453666	-1.020296669
FIG00000317_DNA_repair_protein_RecN_	FIG00000317	DNA_repair_protein_RecN_	1403.5	965.8	1934.7	1551.1	2041	15200.7	5871.9	1839.8	4388.5	2266.5	5417.6	0.959952931	0.94453666	1.027898237
FIG01043585_Mlr2412_protein_	FIG01043585	Mlr2412_protein_	16.6	5.3	0	18.6	0.7	69.7	0	0	49.7	1.4	40.3	0.980002634	0.94453666	-1.011123268
"FIG00006700_RNA_binding_protein,_contains_ribosomal_protein_S1_domain_"	FIG00006700	"RNA_binding_protein,_contains_ribosomal_protein_S1_domain_"	241.9	53.2	115.2	380.5	294.3	803.4	314.5	390.8	348	152.5	322.4	0.962500668	0.94453666	-1.029806308
FIG00011140_Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_and_related_deacylases_	FIG00011140	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_and_related_deacylases_	414.9	314.1	172.1	227.1	282.8	1375	929.1	300.1	317.9	328	517.7	0.959752951	0.94453666	1.030638909
FIG00000376_L-asparaginase_(EC_3.5.1.1)_	FIG00000376	L-asparaginase_(EC_3.5.1.1)_	551.4	202.9	499.9	519.7	723.3	8272.8	2338.6	660	3324.7	797.3	1667.5	0.972400502	0.94453666	-1.021267396
"FIG00018257_TRAP_transporter_solute_receptor,_unknown_substrate_1_"	FIG00018257	"TRAP_transporter_solute_receptor,_unknown_substrate_1_"	80	126.4	559.9	122.8	180.5	729.6	287.2	152.6	767	43.9	282	0.972516866	0.94453666	1.022254335
FIG01894785_Uncharacterized_protein_MJ1379_	FIG01894785	Uncharacterized_protein_MJ1379_	141.5	44.3	54.1	354.9	88	910.9	215.4	253.4	345.8	196.2	353.3	0.968487354	0.94453666	1.027119282
FIG00010922_NADH-ubiquinone_oxidoreductase_chain_G_(EC_1.6.5.3)_	FIG00010922	NADH-ubiquinone_oxidoreductase_chain_G_(EC_1.6.5.3)_	11.7	1.1	15.7	14.3	0.7	32.5	13.5	0	13.9	5.5	27.9	0.982573627	0.94453666	-1.041666667
FIG00056212_Pyridine_nucleotide-disulfide_oxidoreductase;_NADH_dehydrogenase_(EC_1.6.99.3)_	FIG00056212	Pyridine_nucleotide-disulfide_oxidoreductase;_NADH_dehydrogenase_(EC_1.6.99.3)_	2876.2	454.3	1010.9	1459	862.8	5799.7	1719.3	1554.5	3617.1	929.2	2380.1	0.973736047	0.94453666	-1.01819082
FIG00898174_FIG00938721:_hypothetical_protein_	FIG00898174	FIG00938721:_hypothetical_protein_	144.9	49.6	105.7	282.6	120.8	1510.4	516.2	217.2	379.6	199	505.2	0.980548215	0.94453666	-1.015298261
FIG00136682_Formylmethanofuran_dehydrogenase_(tungsten)_subunit_B_(EC_1.2.99.5)_@_selenocysteine-containing_	FIG00136682	Formylmethanofuran_dehydrogenase_(tungsten)_subunit_B_(EC_1.2.99.5)_@_selenocysteine-containing_	36.6	15.8	2.3	23	47	41.8	4.5	20.7	71.6	23.3	15.5	0.978055155	0.94453666	-1.023230088
"FIG01307928_COG4478,_integral_membrane_protein_"	FIG01307928	"COG4478,_integral_membrane_protein_"	0	5.3	6.3	2.2	0	18.5	0	0	11.9	12.3	3.1	0.969024961	0.94453666	1.014241486
FIG01229404_Phosphohydrolase_(MutT/nudix_family_protein)_	FIG01229404	Phosphohydrolase_(MutT/nudix_family_protein)_	0	0	5.5	0	1.5	55.8	9	0	17.9	0	24.8	0.981788551	0.94453666	-1.012250161
FIG01617452_Repressor_(cro-like)_[Bacteriophage_A118]_	FIG01617452	Repressor_(cro-like)_[Bacteriophage_A118]_	0	3.2	6.3	0	3.7	51.1	22.5	12.9	4	16.5	0	0.976501033	0.94453666	1.043234837
FIG00002561_RNA_polymerase_sporulation_specific_sigma_factor_SigH_	FIG00002561	RNA_polymerase_sporulation_specific_sigma_factor_SigH_	981.4	535.8	669	1021.8	1269.4	3703.2	1001.9	644.5	1812.9	1096.6	2126.2	0.971293208	0.94453666	-1.020213206
FIG01354845_HAD-superfamily_hydrolase-like_protein_	FIG01354845	HAD-superfamily_hydrolase-like_protein_	61.6	11.6	0.8	43.8	0.7	106.9	0	0	105.3	1.4	77.5	0.976461404	0.94453666	-1.019724937
FIG01319468_putative_TonB-dependent_receptor_	FIG01319468	putative_TonB-dependent_receptor_	144.9	20	29.8	216.9	85.8	585.7	201.9	108.7	145.1	119.4	350.2	0.972196869	0.94453666	1.025168498
"FIG00088522_Melibiose_carrier_protein,_Na+/melibiose_symporter_"	FIG00088522	"Melibiose_carrier_protein,_Na+/melibiose_symporter_"	70.2	133.8	206.9	88.9	265.6	1388.9	520.7	256.1	302	207.1	455.7	0.962032246	0.94453666	-1.030805007
FIG01643205_spore_coat_peptide_assembly_protein_CotJC_	FIG01643205	spore_coat_peptide_assembly_protein_CotJC_	1.7	0	0	0	3	4.6	0	0	2	0	6.2	0.972433002	0.94453666	1.058064516
FIG00229360_Tagatose-6-phosphate_kinase_(EC_2.7.1.144)_	FIG00229360	Tagatose-6-phosphate_kinase_(EC_2.7.1.144)_	1.7	0	0.8	4.4	0	0	0	2.6	0	0	3.1	0.980596288	0.94453666	-1.00877193
"FIG00139413_Proteasome-activating_AAA-ATPase_(PAN),_archaeal_"	FIG00139413	"Proteasome-activating_AAA-ATPase_(PAN),_archaeal_"	352.9	113.8	23.5	53.7	57.5	334.5	166.1	152.6	101.3	279.8	58.9	0.966752456	0.94453666	-1.027964501
FIG00742240_FIG00742241:_hypothetical_protein_	FIG00742240	FIG00742241:_hypothetical_protein_	0	1.1	0.8	0	0	4.6	0	0	0	0	6.2	0.981043546	0.94453666	1.144615385
FIG00148514_Microcompartment_protein_protein_similar_to_PduA/PduJ_	FIG00148514	Microcompartment_protein_protein_similar_to_PduA/PduJ_	5	1.1	0.8	9.9	3.7	0	13.5	0	0	0	3.1	0.980157806	0.94453666	-1.029116466
FIG00930504_FIG00404603:_hypothetical_protein_	FIG00930504	FIG00404603:_hypothetical_protein_	28.3	154.8	65.8	61.3	119.3	859.7	184	15.6	329.9	340.1	167.3	0.959556934	0.94453666	-1.036101199
FIG00912932_UspA_domain_protein_	FIG00912932	UspA_domain_protein_	0	1.1	0.8	0	0.7	4.6	0	0	0	4.1	3.1	0.966278603	0.94453666	1.2
FIG01756205_probable_integrase_	FIG01756205	probable_integrase_	0	2.1	0	1.1	1.5	0	0	0	0	4.1	0	0.971839541	0.94453666	1.046808511
FIG00002126_Transcriptional_regulator_RutR_of_pyrimidine_catabolism_(TetR_family)_	FIG00002126	Transcriptional_regulator_RutR_of_pyrimidine_catabolism_(TetR_family)_	21.6	5.3	0.8	15.3	0.7	41.8	0	0	51.7	0	15.5	0.959397483	0.94453666	-1.060267857
FIG00898024_FIG00898025:_hypothetical_protein_	FIG00898024	FIG00898025:_hypothetical_protein_	0	3.2	2.4	1.1	12.7	83.7	13.5	0	0	9.6	65.1	0.971899656	0.94453666	1.02657614
FIG00939621_FIG00939624:_hypothetical_protein_	FIG00939621	FIG00939624:_hypothetical_protein_	1.7	5.3	11.7	0	0	4.6	0	12.9	0	8.2	0	0.966797014	0.94453666	1.086695279
