FIGFAMID,Level1,Level2,Level3,function
FIG00848322,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG00903911,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___protease___La
FIG00903911,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___protease___La
FIG00905362,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG00905362,Protein___Metabolism,Protein___processing___and___modification,Ribosomal_protein_S5p_acylation,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG00906431,Protein___Metabolism,Protein___degradation,Protein_degradation,Aminopeptidase___YpdF___(MP--comma___MA--comma___MS--comma___AP--comma___NP-___specific)
FIG00928020,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L28p
FIG00940954,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Survival___protein___SurA___precursor___(Peptidyl-prolyl___cis-trans___isomerase___SurA)
FIG01006075,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATPase-comma___AFG1___family
FIG01126359,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,Outer___membrane___stress___sensor___protease___DegS
FIG01197097,Protein___Metabolism,Selenoproteins,Selenocysteine_metabolism,Selenide-commawater___dikinase
FIG01201435,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-L7p-serine___acetyltransferase
FIG01201435,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG01201435,Protein___Metabolism,Protein___processing___and___modification,Ribosomal_protein_S5p_acylation,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG01225474,Protein___Metabolism,Protein___folding,Protein_chaperones,Chaperone___protein___DnaJ
FIG01255877,Protein___Metabolism,Protein___biosynthesis,Programmed_frameshift,Peptide___chain___release___factor___2
FIG01266244,Protein___Metabolism,Protein___processing___and___modification,Ribosomal_protein_S12p_Asp_methylthiotransferase,Ribosomal___protein___S12p___Asp88___(E
FIG01268363,Protein___Metabolism,Protein___degradation,Protein_degradation,Deblocking___aminopeptidase
FIG01273262,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiD
FIG01282935,Protein___Metabolism,Protein___biosynthesis,Pyrrolysine,Pyrrolysyl-tRNA___synthetase
FIG01292924,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L17p
FIG01296283,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn11
FIG01296457,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn6
FIG01297274,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn7
FIG01298864,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Eukaryotic___peptide___chain___release___factor___GTP-binding___subunit
FIG01298970,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpt3
FIG01299153,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpt5
FIG01299723,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___subunit___beta6
FIG01299763,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___subunit___beta2
FIG01299813,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___subunit___alpha7
FIG01300119,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___subunit___beta1
FIG01300125,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpt6
FIG01300151,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn3
FIG01300272,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn1
FIG01300389,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn10
FIG01300412,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___subunit___alpha5
FIG01300458,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___subunit___alpha2
FIG01300482,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn5
FIG01300509,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn2
FIG01300527,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn8
FIG01300709,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpt4
FIG01300828,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Translation___elongation___factor___1___gamma___subunit
FIG01300850,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin___reductase
FIG01300907,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_mitochondrial,LSU___ribosomal___protein___L7/L12___(L23e)-comma___mitochondrial
FIG01301045,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___subunit___beta3
FIG01301288,Protein___Metabolism,Protein___degradation,Proteasome_eukaryotic,proteasome___regulatory___subunit___Rpn12
FIG01301511,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,HBS1___protein
FIG01302696,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Translation___elongation___factor___3
FIG01303728,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Tetracycline___resistance___protein___TetM
FIG01303740,Protein___Metabolism,Protein___processing___and___modification,Signal_peptidase,Signal___peptidase___I
FIG01303775,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,GTP-binding___protein___HflX
FIG01304556,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,Outer___membrane___stress___sensor___protease___DegQ-comma___serine___protease
FIG01304668,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal___large___subunit___pseudouridine___synthase___D
FIG01304668,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,RNA___pseudouridylate___synthase-comma___group___1
FIG01304727,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,Alpha-1-comma3-N-acetylgalactosamine___transferase___PglA
FIG01304818,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,GTP-binding___protein___Era
FIG01304855,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Similar___to___ribosomal___large___subunit___pseudouridine___synthase___D-comma___CAC1266-type
FIG01304879,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Glycine___reductase___component___B___gamma___subunit
FIG01305499,Protein___Metabolism,Protein___degradation,Protein_degradation,Deblocking___aminopeptidase
FIG01305596,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Tetracycline___resistance___protein___TetO
FIG01306462,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_bacterial,SSU___ribosomal___protein___S14p___(S29e)
FIG01306520,Protein___Metabolism,Protein___biosynthesis,Pyrrolysine,Proline___2-methylase___for___pyrrolysine___biosynthesis
FIG01306551,Protein___Metabolism,Protein___biosynthesis,Pyrrolysine,Proline___reductase___for___pyrrolysine___biosynthesis
FIG01307025,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,FKBP-type___peptidyl-prolyl___cis-trans___isomerase___fklB
FIG01307267,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiD
FIG01310998,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG01310998,Protein___Metabolism,Protein___processing___and___modification,Ribosomal_protein_S5p_acylation,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG01312935,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Betaine___reductase___component___B___beta___subunit
FIG01315683,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG01318274,Protein___Metabolism,Protein___folding,Periplasmic_disulfide_interchange,Cytochrome___c-type___biogenesis___protein___CcmG/DsbE-comma___thiol:disulfide___oxidoreductase
FIG01318274,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG01326985,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG01326985,Protein___Metabolism,Protein___processing___and___modification,Ribosomal_protein_S5p_acylation,Ribosomal-protein-S5p-alanine___acetyltransferase
FIG01446397,Protein___Metabolism,Protein___processing___and___modification,N-linked_Glycosylation_in_Bacteria,UDP-glucose___4-epimerase
FIG01446464,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___protease___La
FIG01446464,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___protease___La
FIG01854781,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal___protein___L11___methyltransferase
FIG01954554,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiB
FIG01955111,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiA___precursor
FIG01955175,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiC
FIG01955222,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal___large___subunit___pseudouridine___synthase___C
FIG01955774,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___Clp___protease___proteolytic___subunit
FIG01955774,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___Clp___protease___proteolytic___subunit
FIG01955781,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal___large___subunit___pseudouridine___synthase___D
FIG01955806,Protein___Metabolism,Protein___biosynthesis,tRNA_aminoacylation-comma_Asp_and_Asn,Aspartyl-tRNA___synthetase
FIG01955868,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Foldase___protein___PrsA___precursor
FIG01955868,Protein___Metabolism,Protein___folding,Peptidyl-prolyl_cis-trans_isomerase,Peptidyl-prolyl___cis-trans___isomerase___ppiC
FIG01955919,Protein___Metabolism,Selenoproteins,Glycine_reductase-comma_sarcosine_reductase_and_betaine_reductase,Thioredoxin
FIG01956026,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,Ribosomal___large___subunit___pseudouridine___synthase___C
FIG01956073,Protein___Metabolism,Protein___biosynthesis,Ribosome_biogenesis_bacterial,LSU___m3Psi1915___methyltransferase___RlmH
FIG01956083,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Ribosome___protection-type___tetracycline___resistance___related___proteins
FIG01956083,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factor_G_family,Tetracycline___resistance___protein___TetQ
FIG01956156,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L31p
FIG01956161,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_bacterial,SSU___ribosomal___protein___S18p
FIG01956366,Protein___Metabolism,Protein___biosynthesis,Universal_GTPases,GTP-binding___protein___HflX
FIG01958865,Protein___Metabolism,Protein___degradation,Putative_TldE-TldD_proteolytic_complex,TldE/PmbA___protein-comma___part___of___proposed___TldE/TldD___proteolytic___complex___(PMID___12029038)
FIG01958866,Protein___Metabolism,Protein___degradation,Putative_TldE-TldD_proteolytic_complex,TldD___protein-comma___part___of___proposed___TldE/TldD___proteolytic___complex___(PMID___12029038)
FIG01959562,Protein___Metabolism,Protein___biosynthesis,Translation_elongation_factors_eukaryotic_and_archaeal,Translation___elongation___factor___1___delta___subunit
FIG01959755,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_bacterial,SSU___ribosomal___protein___S7p___(S5e)
FIG01960097,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L2p___(L8e)
FIG01960098,Protein___Metabolism,Protein___biosynthesis,Ribosome_SSU_bacterial,SSU___ribosomal___protein___S1p
FIG01960612,Protein___Metabolism,Protein___degradation,Proteasome_bacterial,ATP-dependent___protease___La
FIG01960612,Protein___Metabolism,Protein___degradation,Proteolysis_in_bacteria-comma_ATP-dependent,ATP-dependent___protease___La
FIG01961433,Protein___Metabolism,Protein___biosynthesis,Ribosome_LSU_bacterial,LSU___ribosomal___protein___L28p
FIG00000028,Regulation___and___Cell___signaling,cAMP_signaling_in_bacteria,cAMP_signaling_in_bacteria,ATP-dependent___Clp___protease___proteolytic___subunit
FIG00000081,Regulation___and___Cell___signaling,Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes,Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes,Lipoprotein___signal___peptidase
FIG00000277,Regulation___and___Cell___signaling,cAMP_signaling_in_bacteria,cAMP_signaling_in_bacteria,Adenine___phosphoribosyltransferase
FIG00000329,Regulation___and___Cell___signaling,Quorum___sensing___and___biofilm___formation,Quorum_Sensing:_Autoinducer-2_Synthesis,S-adenosylmethionine___synthetase
FIG00000426,Regulation___and___Cell___signaling,Two-component_regulatory_systems_in_Campylobacter,Two-component_regulatory_systems_in_Campylobacter,Chemotaxis___regulator___-___transmits___chemoreceptor___signals___to___flagelllar___motor___components___CheY
FIG00000473,Regulation___and___Cell___signaling,Stringent_Response-comma_(p)ppGpp_metabolism,Stringent_Response-comma_(p)ppGpp_metabolism,D-tyrosyl-tRNA(Tyr)___deacylase
FIG00000571,Regulation___and___Cell___signaling,Two-component_regulatory_systems_in_Campylobacter,Two-component_regulatory_systems_in_Campylobacter,Signal___transduction___histidine___kinase___CheA
FIG00000652,Regulation___and___Cell___signaling,Two-component_regulatory_systems_in_Campylobacter,Two-component_regulatory_systems_in_Campylobacter,Positive___regulator___of___CheA___protein___activity___(CheW)
FIG00000720,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,Cytidine___deaminase
FIG00000737,Regulation___and___Cell___signaling,Orphan_regulatory_proteins,Orphan_regulatory_proteins,Two-component___system___response___regulator___QseB
FIG00000822,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,CidA-associated___membrane___protein___CidB
FIG00000822,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,Holin___associated___membrane___protein___2
FIG00000822,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,LrgA-associated___membrane___protein___LrgB
FIG00000832,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,Antiholin-like___protein___LrgA
FIG00000832,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,Holin-like___protein___CidA
FIG00000845,Regulation___and___Cell___signaling,Quorum___sensing___and___biofilm___formation,Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon),S-ribosylhomocysteine___lyase
FIG00000846,Regulation___and___Cell___signaling,Orphan_regulatory_proteins,Orphan_regulatory_proteins,Copper___sensory___histidine___kinase___CusS
FIG00001294,Regulation___and___Cell___signaling,cAMP_signaling_in_bacteria,cAMP_signaling_in_bacteria,Adenylate___cyclase
FIG00001415,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,tRNA-dihydrouridine___synthase___C
FIG00001540,Regulation___and___Cell___signaling,cAMP_signaling_in_bacteria,cAMP_signaling_in_bacteria,3'-comma5'-cyclic-nucleotide___phosphodiesterase
FIG00001563,Regulation___and___Cell___signaling,Programmed___Cell___Death___and___Toxin-antitoxin___Systems,Murein_hydrolase_regulation_and_cell_death,Preprotein___translocase___subunit___SecG___(TC___3
